title	duration	vts	ttn	ix	ix_ref
TheWalkingDead.S05.E09to12	2476.4	16.0	1.0	44	44
TheWalkingDead.S05.E09to12	2476.4	16.0	2.0	45	-
TheWalkingDead.S05.E09to12	2476.4	16.0	3.0	46	-
TheWalkingDead.S05.E13to15	14.4	1.0	1.0	1	-
TheWalkingDead.S05.E13to15	0.48	1.0	2.0	2	-
TheWalkingDead.S05.E13to15	0.48	2.0	1.0	3	-
TheWalkingDead.S05.E13to15	0.48	2.0	2.0	4	-
TheWalkingDead.S05.E13to15	0.48	2.0	3.0	5	-
TheWalkingDead.S05.E13to15	0.48	3.0	1.0	6	-
TheWalkingDead.S05.E13to15	0.48	3.0	2.0	7	-
TheWalkingDead.S05.E13to15	0.48	3.0	3.0	8	-
TheWalkingDead.S05.E13to15	0.48	3.0	4.0	9	-
TheWalkingDead.S05.E13to15	0.48	3.0	5.0	10	-
TheWalkingDead.S05.E13to15	0.48	3.0	6.0	11	-
TheWalkingDead.S05.E13to15	0.48	3.0	7.0	12	-
TheWalkingDead.S05.E13to15	0.48	4.0	1.0	13	-
TheWalkingDead.S05.E13to15	0.48	4.0	2.0	14	-
TheWalkingDead.S05.E13to15	0.48	4.0	3.0	15	-
TheWalkingDead.S05.E13to15	0.48	4.0	4.0	16	-
TheWalkingDead.S05.E13to15	0.48	4.0	5.0	17	-
TheWalkingDead.S05.E13to15	0.48	4.0	6.0	18	-
TheWalkingDead.S05.E13to15	0.48	5.0	1.0	19	-
TheWalkingDead.S05.E13to15	2469.6	5.0	2.0	20	20
TheWalkingDead.S05.E13to15	2469.6	5.0	3.0	21	-
TheWalkingDead.S05.E13to15	0.48	5.0	4.0	22	-
TheWalkingDead.S05.E13to15	0.48	5.0	5.0	23	-
TheWalkingDead.S05.E13to15	3.96	6.0	1.0	24	-
TheWalkingDead.S05.E13to15	8.0	7.0	1.0	25	-
TheWalkingDead.S05.E13to15	0.48	8.0	1.0	26	-
TheWalkingDead.S05.E13to15	0.48	9.0	1.0	27	-
TheWalkingDead.S05.E13to15	0.48	9.0	2.0	28	-
TheWalkingDead.S05.E13to15	0.48	9.0	3.0	29	-
TheWalkingDead.S05.E13to15	0.48	9.0	4.0	30	-
TheWalkingDead.S05.E13to15	0.48	10.0	1.0	31	-
TheWalkingDead.S05.E13to15	0.48	10.0	2.0	32	-
TheWalkingDead.S05.E13to15	0.48	10.0	3.0	33	-
TheWalkingDead.S05.E13to15	0.48	10.0	4.0	34	-
TheWalkingDead.S05.E13to15	8.0	11.0	1.0	35	-
TheWalkingDead.S05.E13to15	0.48	12.0	1.0	36	-
TheWalkingDead.S05.E13to15	0.48	12.0	2.0	37	-
TheWalkingDead.S05.E13to15	0.48	12.0	3.0	38	-
TheWalkingDead.S05.E13to15	3446.88	13.0	1.0	39	-
TheWalkingDead.S05.E13to15	318.56	13.0	2.0	40	-
TheWalkingDead.S05.E13to15	2476.52	14.0	1.0	41	41
TheWalkingDead.S05.E13to15	2476.52	14.0	2.0	42	-
TheWalkingDead.S05.E13to15	2476.76	15.0	1.0	43	43
TheWalkingDead.S05.E13to15	2476.76	15.0	2.0	44	-
TheWalkingDead.S05.E13to15	0.48	16.0	1.0	45	-
TheWalkingDead.S05.E13to15	0.48	16.0	2.0	46	-
TheWalkingDead.S05.E16to16	14.4	1.0	1.0	1	-
TheWalkingDead.S05.E16to16	0.48	1.0	2.0	2	-
TheWalkingDead.S05.E16to16	0.48	2.0	1.0	3	-
TheWalkingDead.S05.E16to16	0.48	2.0	2.0	4	-
TheWalkingDead.S05.E16to16	4620.08	2.0	3.0	5	-
TheWalkingDead.S05.E16to16	173.6	3.0	1.0	6	-
TheWalkingDead.S05.E16to16	585.6	3.0	2.0	7	-
TheWalkingDead.S05.E16to16	261.16	3.0	3.0	8	-
TheWalkingDead.S05.E16to16	294.64	3.0	4.0	9	-
TheWalkingDead.S05.E16to16	266.52	3.0	5.0	10	-
TheWalkingDead.S05.E16to16	413.36	3.0	6.0	11	-
TheWalkingDead.S05.E16to16	479.44	3.0	7.0	12	-
TheWalkingDead.S05.E16to16	477.24	3.0	8.0	13	-
TheWalkingDead.S05.E16to16	277.32	3.0	9.0	14	-
TheWalkingDead.S05.E16to16	116.56	4.0	1.0	15	-
TheWalkingDead.S05.E16to16	179.6	4.0	2.0	16	-
TheWalkingDead.S05.E16to16	106.84	4.0	3.0	17	-
TheWalkingDead.S05.E16to16	118.84	4.0	4.0	18	-
TheWalkingDead.S05.E16to16	82.92	4.0	5.0	19	-
TheWalkingDead.S05.E16to16	255.28	4.0	6.0	20	-
TheWalkingDead.S05.E16to16	0.48	5.0	1.0	21	-
TheWalkingDead.S05.E16to16	3719.68	5.0	2.0	22	22
TheWalkingDead.S05.E16to16	3719.68	5.0	3.0	23	-
TheWalkingDead.S05.E16to16	3719.68	5.0	4.0	24	-
TheWalkingDead.S05.E16to16	3.96	6.0	1.0	25	-
TheWalkingDead.S05.E16to16	8.0	7.0	1.0	26	-
TheWalkingDead.S05.E16to16	0.48	8.0	1.0	27	-
TheWalkingDead.S05.E16to16	0.48	9.0	1.0	28	-
TheWalkingDead.S05.E16to16	16.32	9.0	2.0	29	-
TheWalkingDead.S05.E16to16	0.48	9.0	3.0	30	-
TheWalkingDead.S05.E16to16	0.48	9.0	4.0	31	-
TheWalkingDead.S05.E16to16	0.48	10.0	1.0	32	-
TheWalkingDead.S05.E16to16	0.48	10.0	2.0	33	-
TheWalkingDead.S05.E16to16	8.0	11.0	1.0	34	-
TheWalkingDead.S05.E16to16	0.48	12.0	1.0	35	-
TheWalkingDead.S05.E16to16	0.48	12.0	2.0	36	-
TheWalkingDead.S05.E16to16	0.48	12.0	3.0	37	-
TheWalkingDead.S05.E16to16	0.48	12.0	4.0	38	-
TheWalkingDead.S05.E16to16	0.48	13.0	1.0	39	-
TheWalkingDead.S05.E16to16	0.48	14.0	1.0	40	-
TheWalkingDead.S05.E16to16	0.48	14.0	2.0	41	-
TheWalkingDead.S05.E16to16	0.48	15.0	1.0	42	-
TheWalkingDead.S05.E16to16	0.48	15.0	2.0	43	-
TheWalkingDead.S05.E16to16	0.48	16.0	1.0	44	-
TheWalkingDead.S05.E16to16	0.48	16.0	2.0	45	-
TheWalkingDead.S05.E16to16	0.48	16.0	3.0	46	-
TheWalkingDead.S06.E01to03	16.4	1.0	1.0	1	-
TheWalkingDead.S06.E01to03	0.48	1.0	2.0	2	-
TheWalkingDead.S06.E01to03	0.48	2.0	1.0	3	-
TheWalkingDead.S06.E01to03	0.48	2.0	2.0	4	-
TheWalkingDead.S06.E01to03	0.48	2.0	3.0	5	-
TheWalkingDead.S06.E01to03	0.48	2.0	4.0	6	-
TheWalkingDead.S06.E01to03	0.48	3.0	1.0	7	-
TheWalkingDead.S06.E01to03	0.48	3.0	2.0	8	-
TheWalkingDead.S06.E01to03	0.48	3.0	3.0	9	-
TheWalkingDead.S06.E01to03	0.48	3.0	4.0	10	-
TheWalkingDead.S06.E01to03	0.48	3.0	5.0	11	-
TheWalkingDead.S06.E01to03	0.48	3.0	6.0	12	-
TheWalkingDead.S06.E01to03	0.48	3.0	7.0	13	-
TheWalkingDead.S06.E01to03	0.48	4.0	1.0	14	-
TheWalkingDead.S06.E01to03	0.48	4.0	2.0	15	-
TheWalkingDead.S06.E01to03	0.48	4.0	3.0	16	-
TheWalkingDead.S06.E01to03	0.48	4.0	4.0	17	-
TheWalkingDead.S06.E01to03	0.48	4.0	5.0	18	-
TheWalkingDead.S06.E01to03	0.48	4.0	6.0	19	-
TheWalkingDead.S06.E01to03	0.48	5.0	1.0	20	-
TheWalkingDead.S06.E01to03	3726.44	5.0	2.0	21	21
TheWalkingDead.S06.E01to03	3726.44	5.0	3.0	22	-
TheWalkingDead.S06.E01to03	3726.44	5.0	4.0	23	-
TheWalkingDead.S06.E01to03	3.96	6.0	1.0	24	-
TheWalkingDead.S06.E01to03	8.0	7.0	1.0	25	-
TheWalkingDead.S06.E01to03	0.48	8.0	1.0	26	-
TheWalkingDead.S06.E01to03	0.48	9.0	1.0	27	-
TheWalkingDead.S06.E01to03	16.4	9.0	2.0	28	-
TheWalkingDead.S06.E01to03	0.48	9.0	3.0	29	-
TheWalkingDead.S06.E01to03	0.48	9.0	4.0	30	-
TheWalkingDead.S06.E01to03	0.48	10.0	1.0	31	-
TheWalkingDead.S06.E01to03	0.48	10.0	2.0	32	-
TheWalkingDead.S06.E01to03	0.48	10.0	3.0	33	-
TheWalkingDead.S06.E01to03	8.0	11.0	1.0	34	-
TheWalkingDead.S06.E01to03	0.48	12.0	1.0	35	-
TheWalkingDead.S06.E01to03	0.48	12.0	2.0	36	-
TheWalkingDead.S06.E01to03	0.48	12.0	3.0	37	-
TheWalkingDead.S06.E01to03	0.48	12.0	4.0	38	-
TheWalkingDead.S06.E01to03	0.48	13.0	1.0	39	-
TheWalkingDead.S06.E01to03	2477.76	14.0	1.0	40	40
TheWalkingDead.S06.E01to03	2477.76	14.0	2.0	41	-
TheWalkingDead.S06.E01to03	2477.68	15.0	1.0	42	42
TheWalkingDead.S06.E01to03	2477.68	15.0	2.0	43	-
TheWalkingDead.S06.E01to03	0.48	16.0	1.0	44	-
TheWalkingDead.S06.E01to03	0.48	16.0	2.0	45	-
TheWalkingDead.S06.E01to03	0.48	16.0	3.0	46	-
TheWalkingDead.S06.E04to06	16.4	1.0	1.0	1	-
TheWalkingDead.S06.E04to06	0.48	1.0	2.0	2	-
TheWalkingDead.S06.E04to06	0.48	2.0	1.0	3	-
TheWalkingDead.S06.E04to06	0.48	2.0	2.0	4	-
TheWalkingDead.S06.E04to06	0.48	2.0	3.0	5	-
TheWalkingDead.S06.E04to06	0.48	2.0	4.0	6	-
TheWalkingDead.S06.E04to06	0.48	3.0	1.0	7	-
TheWalkingDead.S06.E04to06	0.48	3.0	2.0	8	-
TheWalkingDead.S06.E04to06	0.48	3.0	3.0	9	-
TheWalkingDead.S06.E04to06	0.48	3.0	4.0	10	-
TheWalkingDead.S06.E04to06	0.48	3.0	5.0	11	-
TheWalkingDead.S06.E04to06	0.48	3.0	6.0	12	-
TheWalkingDead.S06.E04to06	0.48	3.0	7.0	13	-
TheWalkingDead.S06.E04to06	0.48	4.0	1.0	14	-
TheWalkingDead.S06.E04to06	0.48	4.0	2.0	15	-
TheWalkingDead.S06.E04to06	0.48	4.0	3.0	16	-
TheWalkingDead.S06.E04to06	0.48	4.0	4.0	17	-
TheWalkingDead.S06.E04to06	0.48	4.0	5.0	18	-
TheWalkingDead.S06.E04to06	0.48	4.0	6.0	19	-
TheWalkingDead.S06.E04to06	0.48	5.0	1.0	20	-
TheWalkingDead.S06.E04to06	3726.4	5.0	2.0	21	21
TheWalkingDead.S06.E04to06	3726.4	5.0	3.0	22	-
TheWalkingDead.S06.E04to06	3726.4	5.0	4.0	23	-
TheWalkingDead.S06.E04to06	3.96	6.0	1.0	24	-
TheWalkingDead.S06.E04to06	8.0	7.0	1.0	25	-
TheWalkingDead.S06.E04to06	0.48	8.0	1.0	26	-
TheWalkingDead.S06.E04to06	0.48	9.0	1.0	27	-
TheWalkingDead.S06.E04to06	16.4	9.0	2.0	28	-
TheWalkingDead.S06.E04to06	0.48	9.0	3.0	29	-
TheWalkingDead.S06.E04to06	0.48	9.0	4.0	30	-
TheWalkingDead.S06.E04to06	0.48	10.0	1.0	31	-
TheWalkingDead.S06.E04to06	0.48	10.0	2.0	32	-
TheWalkingDead.S06.E04to06	0.48	10.0	3.0	33	-
TheWalkingDead.S06.E04to06	8.0	11.0	1.0	34	-
TheWalkingDead.S06.E04to06	0.48	12.0	1.0	35	-
TheWalkingDead.S06.E04to06	0.48	12.0	2.0	36	-
TheWalkingDead.S06.E04to06	0.48	12.0	3.0	37	-
TheWalkingDead.S06.E04to06	0.48	12.0	4.0	38	-
TheWalkingDead.S06.E04to06	0.48	13.0	1.0	39	-
TheWalkingDead.S06.E04to06	2477.76	14.0	1.0	40	40
TheWalkingDead.S06.E04to06	2477.76	14.0	2.0	41	-
TheWalkingDead.S06.E04to06	2477.76	15.0	1.0	42	42
TheWalkingDead.S06.E04to06	2477.76	15.0	2.0	43	-
TheWalkingDead.S06.E04to06	0.48	16.0	1.0	44	-
TheWalkingDead.S06.E04to06	0.48	16.0	2.0	45	-
TheWalkingDead.S06.E04to06	0.48	16.0	3.0	46	-
TheWalkingDead.S06.E07to09	16.4	1.0	1.0	1	-
TheWalkingDead.S06.E07to09	0.48	1.0	2.0	2	-
TheWalkingDead.S06.E07to09	0.48	2.0	1.0	3	-
TheWalkingDead.S06.E07to09	0.48	2.0	2.0	4	-
TheWalkingDead.S06.E07to09	0.48	2.0	3.0	5	-
TheWalkingDead.S06.E07to09	0.48	2.0	4.0	6	-
TheWalkingDead.S06.E07to09	0.48	3.0	1.0	7	-
TheWalkingDead.S06.E07to09	0.48	3.0	2.0	8	-
TheWalkingDead.S06.E07to09	0.48	3.0	3.0	9	-
TheWalkingDead.S06.E07to09	0.48	3.0	4.0	10	-
TheWalkingDead.S06.E07to09	0.48	3.0	5.0	11	-
TheWalkingDead.S06.E07to09	0.48	3.0	6.0	12	-
TheWalkingDead.S06.E07to09	0.48	3.0	7.0	13	-
TheWalkingDead.S06.E07to09	0.48	4.0	1.0	14	-
TheWalkingDead.S06.E07to09	0.48	4.0	2.0	15	-
TheWalkingDead.S06.E07to09	0.48	4.0	3.0	16	-
TheWalkingDead.S06.E07to09	0.48	4.0	4.0	17	-
TheWalkingDead.S06.E07to09	0.48	4.0	5.0	18	-
TheWalkingDead.S06.E07to09	0.48	4.0	6.0	19	-
TheWalkingDead.S06.E07to09	0.48	5.0	1.0	20	-
TheWalkingDead.S06.E07to09	2477.76	5.0	2.0	21	21
TheWalkingDead.S06.E07to09	2477.76	5.0	3.0	22	-
TheWalkingDead.S06.E07to09	3.96	6.0	1.0	23	-
TheWalkingDead.S06.E07to09	8.0	7.0	1.0	24	-
TheWalkingDead.S06.E07to09	0.48	8.0	1.0	25	-
TheWalkingDead.S06.E07to09	0.48	9.0	1.0	26	-
TheWalkingDead.S06.E07to09	16.4	9.0	2.0	27	-
TheWalkingDead.S06.E07to09	0.48	9.0	3.0	28	-
TheWalkingDead.S06.E07to09	0.48	9.0	4.0	29	-
TheWalkingDead.S06.E07to09	0.48	10.0	1.0	30	-
TheWalkingDead.S06.E07to09	0.48	10.0	2.0	31	-
TheWalkingDead.S06.E07to09	0.48	10.0	3.0	32	-
TheWalkingDead.S06.E07to09	8.0	11.0	1.0	33	-
TheWalkingDead.S06.E07to09	0.48	12.0	1.0	34	-
TheWalkingDead.S06.E07to09	0.48	12.0	2.0	35	-
TheWalkingDead.S06.E07to09	0.48	12.0	3.0	36	-
TheWalkingDead.S06.E07to09	0.48	12.0	4.0	37	-
TheWalkingDead.S06.E07to09	0.48	13.0	1.0	38	-
TheWalkingDead.S06.E07to09	2578.48	14.0	1.0	39	39
TheWalkingDead.S06.E07to09	2578.48	14.0	2.0	40	-
TheWalkingDead.S06.E07to09	2578.48	14.0	3.0	41	-
TheWalkingDead.S06.E07to09	2475.4	15.0	1.0	42	42
TheWalkingDead.S06.E07to09	2475.4	15.0	2.0	43	-
TheWalkingDead.S06.E07to09	2475.4	15.0	3.0	44	-
TheWalkingDead.S06.E07to09	0.48	16.0	1.0	45	-
TheWalkingDead.S06.E07to09	0.48	16.0	2.0	46	-
TheWalkingDead.S06.E10to13	16.4	1.0	1.0	1	-
TheWalkingDead.S06.E10to13	0.48	1.0	2.0	2	-
TheWalkingDead.S06.E10to13	0.48	2.0	1.0	3	-
TheWalkingDead.S06.E10to13	0.48	2.0	2.0	4	-
TheWalkingDead.S06.E10to13	0.48	2.0	3.0	5	-
TheWalkingDead.S06.E10to13	0.48	2.0	4.0	6	-
TheWalkingDead.S06.E10to13	0.48	3.0	1.0	7	-
TheWalkingDead.S06.E10to13	0.48	3.0	2.0	8	-
TheWalkingDead.S06.E10to13	0.48	3.0	3.0	9	-
TheWalkingDead.S06.E10to13	0.48	3.0	4.0	10	-
TheWalkingDead.S06.E10to13	0.48	3.0	5.0	11	-
TheWalkingDead.S06.E10to13	0.48	3.0	6.0	12	-
TheWalkingDead.S06.E10to13	0.48	3.0	7.0	13	-
TheWalkingDead.S06.E10to13	0.48	4.0	1.0	14	-
TheWalkingDead.S06.E10to13	0.48	4.0	2.0	15	-
TheWalkingDead.S06.E10to13	0.48	4.0	3.0	16	-
TheWalkingDead.S06.E10to13	0.48	4.0	4.0	17	-
TheWalkingDead.S06.E10to13	0.48	4.0	5.0	18	-
TheWalkingDead.S06.E10to13	0.48	5.0	1.0	19	-
TheWalkingDead.S06.E10to13	2468.24	5.0	2.0	20	20
TheWalkingDead.S06.E10to13	2468.24	5.0	3.0	21	-
TheWalkingDead.S06.E10to13	3.96	6.0	1.0	22	-
TheWalkingDead.S06.E10to13	8.0	7.0	1.0	23	-
TheWalkingDead.S06.E10to13	0.48	8.0	1.0	24	-
TheWalkingDead.S06.E10to13	0.48	9.0	1.0	25	-
TheWalkingDead.S06.E10to13	16.4	9.0	2.0	26	-
TheWalkingDead.S06.E10to13	0.48	9.0	3.0	27	-
TheWalkingDead.S06.E10to13	0.48	9.0	4.0	28	-
TheWalkingDead.S06.E10to13	0.48	10.0	1.0	29	-
TheWalkingDead.S06.E10to13	0.48	10.0	2.0	30	-
TheWalkingDead.S06.E10to13	0.48	10.0	3.0	31	-
TheWalkingDead.S06.E10to13	0.48	10.0	4.0	32	-
TheWalkingDead.S06.E10to13	8.0	11.0	1.0	33	-
TheWalkingDead.S06.E10to13	0.48	12.0	1.0	34	-
TheWalkingDead.S06.E10to13	0.48	12.0	2.0	35	-
TheWalkingDead.S06.E10to13	0.48	12.0	3.0	36	-
TheWalkingDead.S06.E10to13	0.48	13.0	1.0	37	-
TheWalkingDead.S06.E10to13	2477.8	14.0	1.0	38	38
TheWalkingDead.S06.E10to13	2477.8	14.0	2.0	39	-
TheWalkingDead.S06.E10to13	2476.84	15.0	1.0	40	40
TheWalkingDead.S06.E10to13	2476.84	15.0	2.0	41	-
TheWalkingDead.S06.E10to13	2476.84	15.0	3.0	42	-
TheWalkingDead.S06.E10to13	2472.52	16.0	1.0	43	43
TheWalkingDead.S06.E10to13	2472.52	16.0	2.0	44	-
TheWalkingDead.S06.E10to13	2472.52	16.0	3.0	45	-
TheWalkingDead.S06.E14to16	0.48	1.0	1.0	1	-
TheWalkingDead.S06.E14to16	0.48	1.0	2.0	2	-
TheWalkingDead.S06.E14to16	0.48	2.0	1.0	3	-
TheWalkingDead.S06.E14to16	0.48	2.0	2.0	4	-
TheWalkingDead.S06.E14to16	0.48	2.0	3.0	5	-
TheWalkingDead.S06.E14to16	0.48	2.0	4.0	6	-
TheWalkingDead.S06.E14to16	0.48	3.0	1.0	7	-
TheWalkingDead.S06.E14to16	0.48	3.0	2.0	8	-
TheWalkingDead.S06.E14to16	0.48	3.0	3.0	9	-
TheWalkingDead.S06.E14to16	0.48	3.0	4.0	10	-
TheWalkingDead.S06.E14to16	0.48	3.0	5.0	11	-
TheWalkingDead.S06.E14to16	0.48	3.0	6.0	12	-
TheWalkingDead.S06.E14to16	0.48	3.0	7.0	13	-
TheWalkingDead.S06.E14to16	0.48	4.0	1.0	14	-
TheWalkingDead.S06.E14to16	0.48	4.0	2.0	15	-
TheWalkingDead.S06.E14to16	0.48	4.0	3.0	16	-
TheWalkingDead.S06.E14to16	0.48	4.0	4.0	17	-
TheWalkingDead.S06.E14to16	0.48	4.0	5.0	18	-
TheWalkingDead.S06.E14to16	0.48	4.0	6.0	19	-
TheWalkingDead.S06.E14to16	0.48	5.0	1.0	20	-
TheWalkingDead.S06.E14to16	2477.8	5.0	2.0	21	21
TheWalkingDead.S06.E14to16	2477.8	5.0	3.0	22	-
TheWalkingDead.S06.E14to16	3.96	6.0	1.0	23	-
TheWalkingDead.S06.E14to16	8.0	7.0	1.0	24	-
TheWalkingDead.S06.E14to16	0.48	8.0	1.0	25	-
TheWalkingDead.S06.E14to16	0.48	9.0	1.0	26	-
TheWalkingDead.S06.E14to16	16.4	9.0	2.0	27	-
TheWalkingDead.S06.E14to16	0.48	9.0	3.0	28	-
TheWalkingDead.S06.E14to16	0.48	9.0	4.0	29	-
TheWalkingDead.S06.E14to16	0.48	10.0	1.0	30	-
TheWalkingDead.S06.E14to16	0.48	10.0	2.0	31	-
TheWalkingDead.S06.E14to16	0.48	10.0	3.0	32	-
TheWalkingDead.S06.E14to16	8.0	11.0	1.0	33	-
TheWalkingDead.S06.E14to16	0.48	12.0	1.0	34	-
TheWalkingDead.S06.E14to16	0.48	12.0	2.0	35	-
TheWalkingDead.S06.E14to16	0.48	12.0	3.0	36	-
TheWalkingDead.S06.E14to16	0.48	12.0	4.0	37	-
TheWalkingDead.S06.E14to16	0.48	13.0	1.0	38	-
TheWalkingDead.S06.E14to16	2468.88	14.0	1.0	39	39
TheWalkingDead.S06.E14to16	2468.88	14.0	2.0	40	-
TheWalkingDead.S06.E14to16	0.48	14.0	3.0	41	-
TheWalkingDead.S06.E14to16	3717.96	15.0	1.0	42	42
TheWalkingDead.S06.E14to16	3717.96	15.0	2.0	43	-
TheWalkingDead.S06.E14to16	3717.96	15.0	3.0	44	-
TheWalkingDead.S06.E14to16	0.48	16.0	1.0	45	-
TheWalkingDead.S06.E14to16	0.48	16.0	2.0	46	-
TheWalkingDead.S07.E01to03	0.48	1.0	1.0	1	-
TheWalkingDead.S07.E01to03	0.48	1.0	2.0	2	-
TheWalkingDead.S07.E01to03	0.48	1.0	3.0	3	-
TheWalkingDead.S07.E01to03	0.48	1.0	4.0	4	-
TheWalkingDead.S07.E01to03	0.48	1.0	5.0	5	-
TheWalkingDead.S07.E01to03	3.96	2.0	1.0	6	-
TheWalkingDead.S07.E01to03	13.44	3.0	1.0	7	-
TheWalkingDead.S07.E01to03	6.48	3.0	2.0	8	-
TheWalkingDead.S07.E01to03	8.48	3.0	3.0	9	-
TheWalkingDead.S07.E01to03	9.12	3.0	4.0	10	-
TheWalkingDead.S07.E01to03	6.48	3.0	5.0	11	-
TheWalkingDead.S07.E01to03	15.44	3.0	6.0	12	-
TheWalkingDead.S07.E01to03	32.48	3.0	7.0	13	-
TheWalkingDead.S07.E01to03	9.88	3.0	8.0	14	-
TheWalkingDead.S07.E01to03	10.52	3.0	9.0	15	-
TheWalkingDead.S07.E01to03	6.48	3.0	10.0	16	-
TheWalkingDead.S07.E01to03	20.48	3.0	11.0	17	-
TheWalkingDead.S07.E01to03	10.48	3.0	12.0	18	-
TheWalkingDead.S07.E01to03	13.92	3.0	13.0	19	-
TheWalkingDead.S07.E01to03	6.24	3.0	14.0	20	-
TheWalkingDead.S07.E01to03	16.88	4.0	1.0	21	-
TheWalkingDead.S07.E01to03	0.48	4.0	2.0	22	-
TheWalkingDead.S07.E01to03	0.48	5.0	1.0	23	-
TheWalkingDead.S07.E01to03	13.48	6.0	1.0	24	-
TheWalkingDead.S07.E01to03	10.88	6.0	2.0	25	-
TheWalkingDead.S07.E01to03	10.88	6.0	3.0	26	-
TheWalkingDead.S07.E01to03	10.88	6.0	4.0	27	-
TheWalkingDead.S07.E01to03	8.48	6.0	5.0	28	-
TheWalkingDead.S07.E01to03	0.48	6.0	6.0	29	-
TheWalkingDead.S07.E01to03	0.48	7.0	1.0	30	-
TheWalkingDead.S07.E01to03	0.48	7.0	2.0	31	-
TheWalkingDead.S07.E01to03	0.48	7.0	3.0	32	-
TheWalkingDead.S07.E01to03	0.48	7.0	4.0	33	-
TheWalkingDead.S07.E01to03	0.48	7.0	5.0	34	-
TheWalkingDead.S07.E01to03	0.48	7.0	6.0	35	-
TheWalkingDead.S07.E01to03	2653.56	8.0	1.0	36	36
TheWalkingDead.S07.E01to03	8.48	8.0	2.0	37	-
TheWalkingDead.S07.E01to03	2656.16	9.0	1.0	38	38
TheWalkingDead.S07.E01to03	8.48	9.0	2.0	39	-
TheWalkingDead.S07.E01to03	0.48	10.0	1.0	40	-
TheWalkingDead.S07.E01to03	0.48	10.0	2.0	41	-
TheWalkingDead.S07.E01to03	0.48	10.0	3.0	42	-
TheWalkingDead.S07.E01to03	0.48	10.0	4.0	43	-
TheWalkingDead.S07.E01to03	0.48	10.0	5.0	44	-
TheWalkingDead.S07.E01to03	0.48	10.0	6.0	45	-
TheWalkingDead.S07.E01to03	0.48	10.0	7.0	46	-
TheWalkingDead.S07.E01to03	0.48	10.0	8.0	47	-
TheWalkingDead.S07.E01to03	0.48	10.0	9.0	48	-
TheWalkingDead.S07.E01to03	0.48	10.0	10.0	49	-
TheWalkingDead.S07.E01to03	0.48	10.0	11.0	50	-
TheWalkingDead.S07.E01to03	0.48	10.0	12.0	51	-
TheWalkingDead.S07.E01to03	0.48	10.0	13.0	52	-
TheWalkingDead.S07.E01to03	0.48	10.0	14.0	53	-
TheWalkingDead.S07.E01to03	0.48	10.0	15.0	54	-
TheWalkingDead.S07.E01to03	0.48	10.0	16.0	55	-
TheWalkingDead.S07.E01to03	0.48	11.0	1.0	56	-
TheWalkingDead.S07.E01to03	0.48	11.0	2.0	57	-
TheWalkingDead.S07.E01to03	0.48	11.0	3.0	58	-
TheWalkingDead.S07.E01to03	0.48	11.0	4.0	59	-
TheWalkingDead.S07.E01to03	0.48	11.0	5.0	60	-
TheWalkingDead.S07.E01to03	0.48	11.0	6.0	61	-
TheWalkingDead.S07.E01to03	0.48	11.0	7.0	62	-
TheWalkingDead.S07.E01to03	0.48	11.0	8.0	63	-
TheWalkingDead.S07.E01to03	0.48	11.0	9.0	64	-
TheWalkingDead.S07.E01to03	0.48	11.0	10.0	65	-
TheWalkingDead.S07.E01to03	0.48	11.0	11.0	66	-
TheWalkingDead.S07.E01to03	0.48	11.0	12.0	67	-
TheWalkingDead.S07.E01to03	0.48	11.0	13.0	68	-
TheWalkingDead.S07.E01to03	0.48	11.0	14.0	69	-
TheWalkingDead.S07.E01to03	0.48	11.0	15.0	70	-
TheWalkingDead.S07.E01to03	0.48	11.0	16.0	71	-
TheWalkingDead.S07.E01to03	0.48	11.0	17.0	72	-
TheWalkingDead.S07.E01to03	2456.16	12.0	1.0	73	73
TheWalkingDead.S07.E01to03	8.48	12.0	2.0	74	-
TheWalkingDead.S07.E01to03	0.48	13.0	1.0	75	-
TheWalkingDead.S07.E01to03	0.48	13.0	2.0	76	-
TheWalkingDead.S07.E01to03	0.48	13.0	3.0	77	-
TheWalkingDead.S07.E01to03	0.48	13.0	4.0	78	-
TheWalkingDead.S07.E01to03	0.48	13.0	5.0	79	-
TheWalkingDead.S07.E01to03	0.48	13.0	6.0	80	-
TheWalkingDead.S07.E01to03	0.48	13.0	7.0	81	-
TheWalkingDead.S07.E01to03	0.48	13.0	8.0	82	-
TheWalkingDead.S07.E01to03	0.48	13.0	9.0	83	-
TheWalkingDead.S07.E04to06	0.48	1.0	1.0	1	-
TheWalkingDead.S07.E04to06	0.48	1.0	2.0	2	-
TheWalkingDead.S07.E04to06	0.48	1.0	3.0	3	-
TheWalkingDead.S07.E04to06	0.48	1.0	4.0	4	-
TheWalkingDead.S07.E04to06	0.48	1.0	5.0	5	-
TheWalkingDead.S07.E04to06	3.96	2.0	1.0	6	-
TheWalkingDead.S07.E04to06	13.44	3.0	1.0	7	-
TheWalkingDead.S07.E04to06	6.48	3.0	2.0	8	-
TheWalkingDead.S07.E04to06	8.48	3.0	3.0	9	-
TheWalkingDead.S07.E04to06	9.12	3.0	4.0	10	-
TheWalkingDead.S07.E04to06	6.48	3.0	5.0	11	-
TheWalkingDead.S07.E04to06	15.44	3.0	6.0	12	-
TheWalkingDead.S07.E04to06	32.48	3.0	7.0	13	-
TheWalkingDead.S07.E04to06	9.88	3.0	8.0	14	-
